name,price_dollar,ratings,reviews
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB (2x8GB) RAM, 256GB SSD + 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10 Home","3,488.88",4.8,0
"Dell Alienware Area 51M Laptop, 17.3-inch FHD (1920 x 1080), 9th Gen Intel Core i9-9900K, 64GB (4x16GB) RAM, 2 X 1TB SSD (R0), NVIDIA GeForce RTX 2080, Windows 10 Pro (Renewed)",0,0,0
Alienware 18 ALW18-7502sLV 18-Inch Laptop (Silver Anodized Aluminum) [Discontinued By Manufacturer],0,4.4,0
"Alienware M15 R5 Gaming Laptop, 15.6 inch FHD 360Hz 1ms Display, AMD Ryzen R9 5900HX (Beats Core i7-11800H), 64GB DDR4 RAM, 2TB NVMe SSD, NVIDIA GeForce RTX 3070, Windows 11, Dark Side of The Moon","2,299.99",0,0
"ASUS TUF F15 Gaming Laptop, 15.6"" 144Hz FHD IPS-Type Display, Intel Core i5-10300H Processor, GeForce GTX 1650, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, FX506LH-AS51",687.00,4.6,0
"MSI Stealth 15M Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-11375H, NVIDIA GeForce RTX 3060, 16GB, 512GB SSD, Thunderbolt 4, WiFi 6, Win10, Carbon Gray (A11UEK-009)","1,399.00",4.3,0
"Acer Predator Triton 500 SE Gaming/Creator Laptop | 12th Gen Intel i9-12900H | GeForce RTX 3080 Ti | 16"" WQXGA 240Hz G-SYNC Display | 32GB LPDDR5 | 1TB Gen 4x4 SSD | Killer Wi-Fi 6E | PT516-52s-99EL","2,499.49",4.5,0
"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H, GeForce RTX 3060, 16GB DDR5, 512GB SSD, Thunderbolt 4, Windows 11 Home, Off Black, FX517ZM-AS73",0,4.5,0
"Acer Predator Helios 300 PH315-54-760S Gaming Laptop | Intel i7-11800H | NVIDIA GeForce RTX 3060 GPU | 15.6"" FHD 144Hz 3ms IPS Display | 16GB DDR4 | 512GB SSD | Killer WiFi 6 | RGB Keyboard","1,193.93",4.6,0
"MSI Pulse GL66 15.6"" FHD 144Hz Gaming Laptop: Intel Core i7-12700H RTX 3070 16GB 512GB NVMe SSD, Type-C USB 3.2 Gen 1, RGB Gaming Keyboard, Cooler Boost 5, Win11 Home: Black 12UGKV-464","1,327.00",4.4,0
"Acer Nitro 5 AN515-57-79TD Gaming Laptop | Intel Core i7-11800H | NVIDIA GeForce RTX 3050 Ti Laptop GPU | 15.6"" FHD 144Hz IPS Display | 8GB DDR4 | 512GB NVMe SSD | Killer Wi-Fi 6 | Backlit Keyboard",788.00,4.5,0
"Razer Blade 14 Gaming Laptop: AMD Ryzen 9 5900HX 8 Core, NVIDIA GeForce RTX 3080, 14"" QHD 165Hz, 16GB RAM, 1TB SSD - CNC Aluminum - Chroma RGB - THX Spatial Audio - Vapor Chamber Cooling",0,4.5,0
"Acer 2022 Nitro 5 Gaming Laptop, 17.3"" FHD IPS 144Hz, 12th Gen 12-Core i5-12500H, GeForce RTX 3050, 16GB RAM, 512GB PCIe SSD, Thunderbolt 4, HDMI, RJ45, WiFi 6, Backlit, SPS HDMI 2.1 Cable, Win 11",0,5.0,0
"Lenovo - 2021 - IdeaPad Gaming 3 - Laptop Computer - 15.6"" FHD Display -120Hz - AMD Ryzen 5 5600H - 8GB RAM - 256GB Storage - NVIDIA GeForce GTX 1650 - Windows 11 Home",636.00,4.4,0
"LG Gram 15Z90N-Laptop 15.6"" IPS Ultra-Lightweight, (1920 x 1080), 10th Gen Intel Core i5 , 8GB-RAM, 256GB SSD, Windows 10 Home, USB-C, HDMI, -Headphone Input - Silver",0,4.0,0
"LG gram (2022) 16Z90Q Ultra Lightweight Laptop, 16"" (2560 x 1600) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 16GB LPDDR5, 1TB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Black","1,119.99",3.5,0
"LG gram (2022) 14Z90Q Ultra Lightweight Laptop, 14"" (1920 x 1200) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 16GB LPDDR5, 512GB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows11, Black",889.99,3.5,0
"2022 LG Gram Ultralight Laptop | 15.6"" FHD IPS Touchscreen | Intel 11th Gen 4-Core i7-1195G7 | 16GB DDR4 2TB (1TBx2) NVMe SSD | Iris Xe Graphics | Backlit KB | RJ45 | Full-Day Battery | Windows 10 Pro",0,0,0
"LG 2022 Gram 16"" WQXGA IPS Ultralight Laptop Intel 12-Core i7-1260P 16GB LPDDR5 1TB NVMe SSD Iris Xe Graphics WiFi 6E HDMI Thunderbolt4 Webcam Backlit Full-Day Battery Windows 11 Pro w/ RE USB",0,4.4,0
"LG gram (2022) 16Z90Q Ultra Lightweight Laptop, 16"" (2560 x 1600) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 16GB LPDDR5, 1TB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Gray","1,249.99",4.0,0
"LG Gram 17Z90N-Laptop 17"" IPS Ultra-Lightweight, (2560 x 1600), 10th Gen Intel Core i7 , 16GB-RAM, 1TB SSD, Windows 10 Home, 17 Hour-Battery, USB-C, HDMI, -Headphone Input - Silver",0,4.5,0
"LG Gram 15Z95P Laptop 15.6"" Ultra-Lightweight, IPS, FHD (1920 x 1080), Intel CORE i7, 16GB RAM, 512GB SSD, Windows 11 Home, 80Wh Battery, Alexa Built-in, 2X USB-C, HDMI, USB-A – Black","1,109.99",4.2,0
"LG gram (2022) 16Z90Q Ultra Lightweight Laptop, 16"" (2560 x 1600) IPS Display, Intel i7 1260P CPU, NVIDIA RTX2050 GPU, 32GB RAM, 2TB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11 Pro, Black","2,299.99",4.2,0
"LG Gram 17Z90P Laptop 17"" IPS Ultra-Lightweight, (2560 x 1600), Intel Evo 11th gen Core i7, 16GB RAM, 1TB SSD, Upgradeable Windows 10 Home, Alexa Built-in, 2X USB-C, HDMI, USB-A - Black","1,397.99",4.3,0
"LG Gram 14T90P - 14"" WUXGA (1920x1200) 2-in-1 Lightweight Touch Display Laptop, Intel evo with 11th gen Core i5 CPU , 8GB RAM, 256GB SSD, 24.5 Hours Battery, Thunderbolt 4, Black - 2021","1,396.99",5.0,0
"LG gram (2022) 17Z90Q Ultra Lightweight Laptop, 17"" (2560 x 1600) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 32GB LPDDR5, 2TB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Gray","2,015.95",4.1,0
"LG Gram 16T90P - 16"" WQXGA (2560x1600) 2-in-1 Lightweight Touch Display Laptop, Intel evo with 11th gen Core i7 1165G7 CPU , 16GB RAM, 2TB SSD, 21 Hours Battery, Thunderbolt 4, Silver - 2021",0,3.9,0
"LG Gram 15Z90P – 15.6"" Full HD IPS (1920x1080) Ultra-Lightweight Laptop, with 11th Gen Intel Core i5-1135G7 CPU, 8GB RAM, 512GB SSD, Up to 21 Hour Battery, Thunderbolt 4, Black – 2021",799.00,4.3,0
"EXCaliberPC 2022 MSI Raider GE66 12UGS-238 (i7-12700H, 32GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 15.6"" QHD 240Hz, Windows 11) Gaming Laptop","1,899.00",5.0,2
"EXCaliberPC 2022 MSI Pulse GL76 12UGK-256 (i7-12700H, 16GB RAM, 512GB NVMe SSD, RTX 3070 8GB, 17.3"" 144Hz FHD, Windows 11) Gaming Laptop","1,699.00",4.1,2
"EXCaliberPC 2022 MSI Creator Z17 A12UGST-049 (i7-12700H, 32GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 17"" QHD+ 165Hz Touch, Windows 11 Pro) Content Creation Laptop","3,049.00",0,0
"2022 MSI Sword 15 A11UD-1248 (i7-11800H, 32GB RAM, 512GB NVMe SSD, RTX 3050Ti 4GB, 15.6"" 144Hz FHD, Windows 11) Gaming Laptop - White","1,399.00",0,0
"2022 MSI Raider GE67HX 12UHS-069 (i9-12900HX, 64GB RAM, 4TB Platinum P41 NVMe SSD, RTX 3080Ti 16GB, 15.6"" QHD 240Hz, Windows 11 Pro) Gaming Laptop","4,945.00",5.0,1
"EXCaliberPC 2022 ASUS ROG Zephyrus Duo 16 GX650RW-XS96 (AMD Ryzen 9 6900HX, 32GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 16"" QHD+ 165Hz, Windows 11 Pro) Gaming Laptop","3,499.00",0,0
"2022 MSI CreatorPro M16 A12UJS-458 (i7-12700H, 64GB RAM, 1TB NVMe SSD, Quadro RTX A2000 8GB, 16"" QHD+, Windows 11 Pro) Content Creation Laptop","2,319.00",0,0
"EXCaliberPC 2022 MSI Raider GE77HX 12UGS-004 (i7-12800HX, 16GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 17.3"" QHD 240Hz, Windows 11 Pro) Gaming Laptop","1,999.00",0,0
"EXCaliberPC 2022 MSI Pulse GL66 12UGOK-825 (i9-12900H, 16GB RAM, 1TB NVMe SSD, RTX 3070 8GB, 15.6"" 165Hz QHD, Windows 11) Gaming Laptop","1,699.00",0,0
"2022 MSI Raider GE66 12UHS-235 Pro Extreme (i9-12900HK, 64GB RAM, 4TB NVMe SSD, RTX 3080Ti 16GB, 15.6"" 4K UHD, Windows 11) Gaming Laptop","4,595.00",5.0,3
"EXCaliberPC 2022 ASUS ProArt Studiobook 16 OLED H7600ZX-DB79 (i7-12700H, 32GB RAM, 2TB NVMe SSD, RTX 3080Ti 16GB, 16"" WQUXGA, Windows 11) Laptop",0,0,0
"2022 MSI Prestige 15 A12UD-005 Enthusiast (i7-1260P, 16GB RAM, 1TB NVMe SSD, RTX 3050Ti 4GB, 15.6"" FHD, Windows 11 Pro) Professional Laptop - Carbon Gray","1,479.00",0,0
"2022 MSI CreatorPro X17 A12UKS-059 (i9-12900HX, 128GB RAM, 2TB Platinum P41 NVMe SSD, RTX A3000 12GB, 17.3"" 4K UHD, Windows 11 Pro) Content Creation Laptop","5,199.00",0,0
"Panasonic Toughbook CF-54 MK3, Intel Core I5-7300U @ 2.60GHz, 14"" HD, 32GB, 512GB SSD, 4G LTE, Backlit Keyboard, DVD, Windows 10 Pro (Renewed)","1,320.00",0,0
"EXCaliberPC 2022 MSI Raider GE67Hx 12UGS-070 (i7-12800HX, 16GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 15.6"" QHD 240Hz, Windows 11) Gaming Laptop","1,999.00",0,0
"EXCaliberPC 2021 MSI WE76 11UK-460 (i7-11800H, 32GB RAM, 1TB NVMe SSD, Quadro RTX A3000 6GB, 17.3"" 144Hz FHD, Windows 10 Pro) Mobile Workstation Laptop","2,499.00",5.0,1
"2022 MSI Creator Z17 A12UHT-048 Pro Extreme (i9-12900H, 64GB RAM, 4TB NVMe SSD, RTX 3080 8GB, 17"" QHD+ 165Hz Touch, Windows 11 Pro) Content Creation Laptop","5,195.00",0,0
"Toughbook Panasonic Toughpad FZ-G1 Intel Core i5-5300U 2.30GHz, 10.1 inches WUXGA Gloved Multi Touch + Digitizer LCD, Win 10 Pro, 256GB SSD, 8GB, Long Life Battery, LAN Port (Renewed)",769.99,4.0,2
"Toughbook Panasonic 40, FZ-40 MK1, Intel® i5-1145G7, 14” Touch, 16GB, 512GB Opal SSD","4,899.00",0,0
"Panasonic Toughbook FZ-55 i7, Touch, 4G LTE, dGPS, FZ-55CA60CVM","3,599.00",2.1,2
"Panasonic Toughbook CF-20, 10.1 Multi Touch, 1920 x 1200, m5-6Y57, 8GB, 128GB SSD, Intel HD Graphics 515,Wi-Fi, Bluetooth, HDMI, Dual Pass (WWAN/WWAN), 8MP, Backlit Keyboard, Windows 10 Pro (Renewed)",949.98,4.5,10
"Panasonic Toughbook FZ-55, Intel Core i5-8365U @1.60GHz, 14.0"" HD, 8GB, 512GB M.2 SSD, WiFi, HDMI, Bluetooth, Webcam, Backlit Keyboard, Windows 10 Pro","2,628.00",3.3,4
"Panasonic Toughbook CF-31 MK5, Intel i5-5300U 2.3GHz, 13.1 LED Touchscreen, 8GB, 240GB SSD, Windows 10 Pro, WiFi, Bluetooth, 4G LTE (Renewed)",0,4.1,14
"Panasonic Toughbook 54, CF-54 MK2, Intel Core i5-6300U 2.40GHz, 14in HD, Non-Touchscreen, 256GB SSD, 16GB, Wi-fi, Bluetooth, 4G LTE, Dual Pass, Backlit Keyboard, Webcam, Windows 10 Pro (Renewed)",870.00,4.1,11
"Panasonic Toughbook 54, CF-54F9001KM, Window 10 Pro, Intel Core i5-6300U CPU @2.40 GHz, vPro, 14.0” FHD 1920 x 1080, Gloved Multi Touch, 512GB SSD, 16GB, Wi-fi, Bluetooth, VGA, Serial (Renewed)","1,160.01",0,0
"FZ-55 Panasonic Toughbook 55 Intel Core i5-8365U, 1.6GHz/4.1GHz, 14.0"" FHD Touchscreen, 8GB, 512GB SSD, HDMI, Bluetooth, USB-A x 2, USB-C x 1, LAN, Webcam, Backlit Keyboard, Windows 10 Pro","2,675.00",4.2,6
"Panasonic Toughbook CF-54, 14 FHD Touchscreen, 6th Gen Intel Core i5-6300U 2.40 GHz, 16GB, 512GB SSD, Intel HD Graphics 520, Windows 10 Pro (Renewed)",0,3.4,10
Panasonic TOUGHBOOK CF-54 I5-7300U 2.6G,"1,320.00",0,0
"Panasonic Toughbook CF 53 MK4, i5 4310M 2.00GHz, 14In HD Touchscreen, 8GB, 256GB SSD, Windows 10 Pro, Wi Fi, Bluetooth, DVD, GPS, 4G LTE (Renewed), 14 14.99 In",0,0,0
"Toughbook Panasonic FZ-55, Intel Core i5-8365U at 1.60GHz, 14.0 inch HD, 16GB, 512GB M.2 SSD, WiFi, HDMI, Bluetooth, No Webcam, Backlit Keyboard, Windows 10 Pro","2,595.91",0,0
"Panasonic Toughbook CF-54 CF-54G2999VM i5 2.6Ghz, Bluetooth, TPM 2.0, 500GB Hard Drive, 8GB Ram, Windows 10 Pro, 3 Year Warranty","2,999.99",5.0,2
ANSI HAZ LOC Hazardous Locations CF-31/SSD 500GB/ 16GB RAM/DVD/core i5/4G LTE/CLASS1 Division 2 / DIV 2/ Windows 10 PRO 64 BIT/WiFi/PANASONIC TOUGHBOOK/Rugged Laptop/Notebook/INTRINSICALLY Safe,0,5.0,1
"ASUS VivoBook Flip 14 Thin and Light 2-in-1 Laptop, 14” FHD Touchscreen, Intel Pentium Silver N5030 Processor, 4GB RAM, 128GB Storage, Windows 10 Home in S Mode, Light Grey, Fingerprint, J401MA-ES21T",386.00,4.3,174
"ASUS ZenBook 14 Ultra-Slim Laptop 14” FHD Display, AMD Ryzen 5 5600H CPU, Radeon Vega 7 Graphics, 8GB RAM, 512GB PCIe SSD, NumberPad, Windows 11 Home, Pine Grey, UM425QA-EH51",0,4.2,38
"ASUS ZenBook 14 OLED Laptop 14” 2.8K OLED Display, AMD Ryzen 7 5825U CPU, Radeon Graphics, 8GB RAM, 512GB PCIe SSD, Windows 11 Home, Jade Black, UM3402YA-DS71",866.07,3.9,2
"ASUS VivoBook Pro 15X Laptop, 144Hz 15.6” FHD Display, AMD Ryzen 9 6900HX Mobile CPU, NVIDIA GeForce RTX 3070 GPU, 32GB DDR5 RAM, 1TB PCIe SSD, Windows 11 Home, 0°Black, M6501RR-DB96",0,4.5,2
"Asus Student Laptop, 12 inch IPS Anti-Glare Eye-Care HD Display, Intel Celeron N4500, Military-Grade Durability, Wi-Fi 6, Long Battery Life, Windows 10 Pro (4GB RAM | 256GB SSD), (BR1100CKA-XS04)",0,4.2,48
"ASUS Laptop L210 11.6” Ultra Thin, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC Storage, Windows 10 Home in S Mode with One Year of Office 365 Personal, L210MA-DB02,Star Black",0,4.2,531
"ASUS ZenBook Pro Duo 15 OLED UX582 Laptop, 15.6” 4K Touch Display, Intel Core i9-12900H, 32GB RAM, 1TB SSD, GeForce RTX 3070 Ti, ScreenPad Plus, Windows 11 Pro, Celestial Blue, UX582ZW-XB99T",0,4.8,9
"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6” FHD Display, Intel Core i7-1165G7 CPU, 16GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, AI Noise-Cancellation, Dreamy White, S533EA-DH74-WH",0,3.6,3
2022 ASUS TUF FX706HE Gaming Laptop 17.3” 144Hz FHD IPS Display Intel 6-Core i5-11260H 64GB DDR4 2TB NVMe SSD NVIDIA GeForce RTX 3050Ti 4GB GDDR6 WIFI AX BT 5.2 USB-C Backlit RJ45 Windows 11 Pro w/USB,0,4.4,10
"ASUS Chromebook C403 Rugged & Spill Resistant Laptop, 14.0"" HD, 180 Degree, Intel Celeron N3350 Processor, 4GB RAM, 32GB eMMC, MIL-STD 810G Durability, Dark Blue, Education, Chrome OS, C403NA-WS42-BL",178.70,4.3,102
"ASUS BR1100 Laptop, 11.6"" HD Anti-Glare Display, 180 Degree, Celeron N4500, 4GB, 64GB SSD, MIL-STD 810H Durability, Tamper/Spill-Resistant Keyboard, TPM 2.0, Windows 10 Pro, Dark Grey, BR1100CKA-502Y",0,4.2,55
"ASUS Vivobook S 14 Flip 14” WUXGA 16:10 touch, AMD Ryzen 5 5600H CPU, 8GB RAM, 512GB SSD, NumberPad, FingerPrint, Windows 11 Home, Quiet Blue, TN3402QA-AS54T",659.00,4.4,28
"ASUS VivoBook 16X Laptop, 16"" 4K OLED Display, Intel Core  i7-12700H CPU, Intel Iris Xe Graphics, 16GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, F1603ZA-DS74",0,4.3,11
"ASUS Vivobook Pro 15 OLED Laptop, 15.6” 2.8K OLED Display, AMD Ryzen 7 6800H Mobile CPU, NVIDIA GeForce RTX 3050 GPU, 16GB RAM, 512GB SSD, Windows 11 Home, Quiet Blue, M6500RC-DB71",0,4.2,5
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",0,4.5,"5,794"
"ASUS VivoBook L203MA Ultra-Thin Laptop, Intel Celeron N4000 Processor, 4GB LPDDR4, 64GB eMMC, 11.6” HD, USB-C, Windows 10 in S Mode (Switchable to Pro), L203MA-DS04, One Year of Microsoft Office 365",166.00,4.3,"6,384"
"MSI Raider GE67Hx 15.6"" OLED QHD 240Hz Gaming Laptop Intel Core i7-12800HX RTX3070TI 16GBDDR5 1TB NVMe SSD Win11 - Dark Grey (12UGS-070)","1,995.00",4.2,13
"MSI Summit E16 FLIP 16"" QHD+ Touch Ultra Thin 2-in-1 Professional Laptop Intel Core i7-1195G7 RTX3050 16GB LPDDR4X 1TB NVMe SSD Win10Pro (A11UCT-019)","1,565.20",5.0,7
"MSI GF63 Thin Gaming Laptop, 15.6"" FHD IPS Display, 11th Gen 6-Core i5-11400H, GeForce GTX 1650, 8GB RAM, 512GB PCIe SSD+1TB HDD, USB-C, HDMI, RJ45, WiFi 6, Backlit, SPS HDMI Cable, Win 11",0,5.0,1
"MSI Creator Z16 Professional Laptop: 16"" QHD+ 16:10 120Hz Touch Display, Intel Core i9-11900H, NVIDIA GeForce RTX 3060, 32GB RAM, 2TB NVME SSD, Thunderbolt 4, Win10 PRO, Lunar Gray (A11UET-043)","2,801.43",4.0,66
"MSI Modern 15A Thin and Light Daily Laptop: 15.6"" FHD 1080p, Intel Core i5-10210U, UMA, 8GB, 512GB SSD, Win10, Black (A10M-656)",669.99,4.0,8
"Acer Aspire 5 A515-45-R74Z Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 5 5500U Hexa-Core Mobile Processor | AMD Radeon Graphics | 8GB DDR4 | 256GB NVMe SSD | WiFi 6 | Backlit KB | Windows 11 Home",493.00,4.5,"39,375"
"MSI GS76 Stealth 17.3"" FHD 360Hz 3ms Ultra Thin and Light Gaming Laptop Intel Core i9-11900H RTX3070 32GB 1TB NVMe SSD Win11 VR Ready - Black (11UG-653)","1,899.00",5.0,5
"MSI 2022 GF65 Thin 15.6"" FHD IPS 144Hz Gaming Laptop Intel 8-Core i7-10750H NVIDIA GeForce RTX 3060 6GB GDDR6 32GB DDR4 1TB NVMe SSD HDMI USB-C WiFi AX RJ-45 Backlit Windows 11 Home w/ RE 32GB USB",0,4.5,7
2022 MSI GF75 Thin 17.3inch FHD 120Hz Gaming Laptop Intel 4-Core i5-10300H NVIDIA GeForce GTX 1650 4GB GDDR6 16GB 1TB NVMe SSD HDMI USB-C WiFi AX RJ-45 Backlit Windows 10 Home w/ RE 32GB USB Black,0,5.0,1
"MSI Summit E13 Flip Evo Business Professional Laptop: 13.4"" FHD+ 1200p, Intel Core i7-1195G7, Intel Iris Xe, 16GB, 512GB SSD, Thunderbolt 4, WiFi 6E, TPM 2.0, Win10PRO, Ink Black (A11MT-223)","1,434.78",3.8,35
"MSI 2022 GF65 Thin 15.6"" FHD 144Hz Gaming Laptop Intel 6-Core i5-10500H NVIDIA GeForce RTX 3060 6GB GDDR6 32GB DDR4 1TB NVMe SSD 4k HDMI USB-C WiFi AX RJ-45 Backlit Windows 11 Pro w/ RE 32GB USB","1,399.99",3.8,40
"EXCaliberPC 2022 MSI Titan GT77 12UGS-009 (i7-12800HX, 32GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 17.3"" 4K UHD, Windows 11 Pro) Gaming Laptop","2,599.00",5.0,1
"MSI Raider GE66 15.6"" QHD 240Hz Gaming Laptop: Intel Core i7-12700H RTX 3070 Ti 32GB DDR5 1TB NVMe SSD, USB-Type C, Thunderbolt 4, Cooler Boost 5, Win11 Home: Titanium Blue 12UGS-238",0,4.8,6
"EXCaliberPC 2022 MSI Vector GP76 12UHSO-893 (i9-12900H, 64GB RAM, 2TB NVMe SSD, RTX 3080Ti 16GB, 17.3"" 240Hz QHD, Windows 11) Gaming Laptop","2,699.00",0,0
"2022 MSI GL66 Pulse 15.6"" 144 Hz FHD Gaming Laptop 12th Intel i7-12700H 14-Core 64GB DDR4 2TB NVMe SSD NVIDIA GeForce RTX 3070 8GB Backlit Keyboard DTS Audio Windows 10 Pro WiFi 6 w/RATZK 32GB USB",0,5.0,2
"MSI Latest Pulse GL76 Laptop | 17.3"" 360Hz IPS FHD Display | Intel 14-Core i7-12700H | 64GB DDR4 2TB SSD | NVIDIA RTX 3070 8GB | WiFi6 | RJ45 | HDMI | RGB Backlit KB | Hi-Res Audio | Windows 11 Pro",0,0,0
Excel 2023: How to Become a Master of Microsoft Excel in Less Than 7 Minutes a Day with the Most Updated Guide (Step-By-Step Tutorial) + Bonus: The 10 Most Essential Formulas Requested by any Company,18.06,4.9,179
"HP Stream 11.6-inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (11-ak0010nr, Royal Blue)",197.50,4.2,"1,253"
"Acer Aspire 5 A515-56-32DK Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 4GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S mode.",0,4.3,"4,008"
"2020 Newest HP Stream 11.6 inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Webcam, HDMI, Windows 10",0,4.5,218
"Microsoft Surface Laptop Studio, 14.4"" Rotating Touchscreen Display, Intel Core H35 i7-11370H, 16GB RAM 512GB SSD NVIDIA GFORCE RTX 3050 Ti GPU 4GB-GDDR6 Graphics, Windows 11 Home, Platinum (Renewed)","2,010.50",0,0
"HP Stream 11 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 11.6” HD Anti-Glare Display, Windows 11, Long Battery Life, Thin & Portable, Includes Microsoft 365 (11-ak0040nr, 2021 Diamond White)",0,4.3,"1,125"
"Lenovo 2020 IdeaPad Laptop ComputerAMD A6-9220e 1.6GHz 4GB Memory 64GB eMMC Flash Memory 14"" AMD Radeon R4 AC WiFi Microsoft Office 365 Platinum Gray Windows 10 Home",0,3.9,"3,026"
"SAMSUNG Galaxy Chromebook 4 11.6” 64GB Laptop Computer w/ 4GB RAM, Gigabit WiFi, HD Intel Celeron Processor, Compact Design, Military Grade Durability, US Version, Silver",191.01,4.4,"4,140"
"Microsoft Surface Laptop Go 12.4"" Touchscreen Notebook - 1536 x 1024 - Intel Core i5 (10th Gen) i5-1035G1 Quad-core (4 Core) 1 GHz - 16 GB RAM - 256 GB SSD - Platinum - Windows 10 Pro - Intel UHD Grap",0,3.9,10
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 10 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, 2021, Snowflake White)",235.00,4.4,321
"Microsoft Surface Laptop Go 12.4"" Touch 8GB 128GB SSD Core? i5-1035G1 1.0GHz Win10P, Sandstone (Rene",417.91,4.2,15
"Microsoft Surface Book 2, 128GB, 13.5"", Windows 10 Pro, Core i5, 8GB RAM -Silver",659.99,3.9,94
"ASUS VivoBook Flip 14 Thin and Light 2-in-1 Laptop, 14” HD Touchscreen, Intel Celeron N4020 Processor, 4GB DDR4, 64GB Storage, Windows 10 Home in S Mode, Light Grey, TPM, Fingerprint, J401MA-DB02",0,4.3,946
"Lenovo Chromebook Flex 5 13"" Laptop, FHD Touch Display, Intel Core i3-10110U, 4GB RAM, 64GB Storage, Chrome OS",0,4.4,"4,747"
"Microsoft Surface Pro 9 (2022), 13"" 2-in-1 Tablet & Laptop, Thin & Lightweight, Intel 12th Gen i5 Fast Processor for Multi-Tasking, 8GB RAM, 256GB Storage with Windows 11, Forest",0,4.6,75
"Microsoft Surface Book 3, Intel Core i7, 16GB RAM, 256GB SSD, Platinum (SMG-00001)","1,149.00",3.9,10
"Apple 2020 MacBook Air Laptop M1 Chip, 13"" Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver",0,4.8,"18,195"
"Dell 2022 XPS 15 9520 Laptop 15.6"" FHD+ 500 nit Display 14-Core 12th Intel Core i7-12700H NVIDIA RTX 3050 Ti 4GB GDDR6 32GB DDR5 2TB NVMe SSD Thunderbolt 4 WiFi 6E Backlit KB FP Reader Windows 11 Pro","2,619.00",0,0
Newest Dell Inspiron 3000 I3502 15.6” HD Business Laptop Intel Pentium Silver Quad-Core N5030 8GB DDR4 RAM 128GB NVMe SSD HDMI Webcam Bluetooth Wi-Fi RJ-45 Windows 11 Pro,0,5.0,1
"Dell Latitude 7000 7330 13.3"" Touchscreen Rugged Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1145G7 Quad-core (4 Core) 2.60 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512 GB SSD","2,229.99",0,0
"Dell XPS 9000 15 9520 15.6"" Notebook - FHD+ - 1920 x 1200 - 32 GB Total RAM - 1 TB SSD - Platinum Silver, Black",0,0,0
"Dell Inspiron 15 3000 Series 3511 Laptop, 15.6"" FHD Touchscreen Anti-Glare, 11th Gen Intel Core i5-1135G7 Quad-Core Processor, 16GB RAM, 512GB SSD, HDMI, Webcam, Windows 11, Black (Latest Model)",545.99,3.9,6
